Equipo,Posicion,Dorsal,Nombre,Minutos jugados,Partidos jugados,Porcentaje de Partidos jugados,Partidos jugados enteros,Porcentaje de Partidos jugados enteros,Partidos jugados como titular,Porcentaje de Partidos jugados como titular,Partidos sustituido,Porcentaje de Partidos sustituido,Tarjetas amarillas,Tarjetas rojas,Segunda tarjeta amarilla,Goles marcados,Penaltis marcados,Goles en propia puerta,Goles encajados mientras el jugador estaba en el campo,Bloqueos,Intercepciones,Recuperaciones,Despejes,Entradas con éxito,Entradas fallidas,Jugadas como último hombre,Duelos con éxito,Duelos fallidos,Duelos aéreos con éxito,Duelos aéreos fallidos,Fueras de juegos cometidos,Faltas recibidas,Faltas cometidas,Penaltis recibidos,Penaltis cometidos,Faltas por manos,Faltas cometidas por cada tarjetas recibida,Tiros realizados,Tiros a puerta,Asistencias de gol,Regates realizados con éxito,Regates fallidos,Goles marcados desde dentro del área,Goles marcados desde fuera del área,Goles marcados con el pie izquierdo,Goles marcados con el pie derecho,Goles marcados de penalti,Goles marcados de cabeza,Goles marcados de jugada a balón parado,Goles marcados en propia puerta,Centros realizados,Corneres lanzados,Entradas realizadas,Duelos realizados,Duelos cuerpo a cuerpo realizados,Duelos aéreos realizados,Pases,Pases cortos,Pases largos,Pases al hueco,Goles marcados por tiros realizados
Girona FC,Defensa,14,Raúl C.,36,0,"1,0%",0,"1,0%",0,"1,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,2,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,3,1,13,10,2,0,0
Girona FC,Defensa,15,Juanpe,75,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,2,4,4,1,1,0,2,2,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,5,42,35,7,0,0
Girona FC,Defensa,20,Muniesa,37,1,"49,0%",0,"32,0%",0,"38,0%",0,"16,0%",0,0,0,0,0,0,1,0,1,2,1,1,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,20,17,3,0,0
Girona FC,Defensa,21,Planas,11,0,"16,0%",0,"5,0%",0,"8,0%",0,"11,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,4,1,0,0
Girona FC,Defensa,28,Èric Montes,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girona FC,Centrocampista,,Kevin Soni,2,0,"11,0%",0,"0,0%",0,"0,0%",0,"11,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
Girona FC,Centrocampista,,Paik,2,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Girona FC,Centrocampista,,Yhoan Andzouana,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girona FC,Centrocampista,6,Granell,63,1,"84,0%",1,"51,0%",1,"68,0%",0,"32,0%",0,0,0,0,0,0,1,0,1,4,1,1,1,0,3,3,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,8,7,2,34,28,6,0,0
Girona FC,Centrocampista,8,Pere Pons,74,1,"89,0%",1,"65,0%",1,"84,0%",0,"24,0%",0,0,0,0,0,0,1,0,1,5,1,1,1,0,4,5,1,2,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,12,9,3,31,29,2,0,0
Girona FC,Centrocampista,10,Borja García,73,1,"2,0%",1,"1,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,6,0,1,0,0,5,3,1,1,0,3,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,10,8,2,36,31,4,1,0
Girona FC,Centrocampista,12,Douglas Luiz,40,1,"2,0%",0,"1,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,4,1,1,0,0,2,2,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,5,1,20,17,3,0,0
Girona FC,Centrocampista,17,Roberts,16,1,"49,0%",0,"0,0%",0,"16,0%",1,"49,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,4,0,0,0
Girona FC,Centrocampista,23,Aleix García,46,1,"2,0%",0,"1,0%",1,"2,0%",1,"2,0%",0,0,0,0,0,0,1,0,1,3,0,1,1,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,4,1,30,26,3,0,0
Girona FC,Centrocampista,24,Pedro Porro,60,1,"2,0%",0,"1,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,5,1,1,1,0,3,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,8,6,2,23,20,4,0,0
Girona FC,Centrocampista,34,Valery Fernández,23,0,"43,0%",0,"11,0%",0,"24,0%",0,"32,0%",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,7,7,1,0,0
Girona FC,Centrocampista,37,Álex Pachón,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girona FC,Delantero,7,Stuani,74,1,"2,0%",1,"2,0%",1,"2,0%",0,"1,0%",0,0,0,1,0,0,1,0,0,2,1,0,0,0,3,4,3,3,1,2,2,0,0,0,1,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,13,7,7,14,13,0,0,0
Girona FC,Delantero,9,Portu,75,1,"89,0%",1,"51,0%",1,"86,0%",0,"38,0%",0,0,0,0,0,0,1,0,0,3,0,1,0,0,3,4,1,2,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,2,0,1,10,7,3,16,16,1,0,0
Girona FC,Delantero,19,Lozano,19,1,"51,0%",0,"0,0%",0,"16,0%",1,"51,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,5,4,0,0,0
Girona FC,Delantero,22,Doumbia,14,0,"43,0%",0,"3,0%",0,"14,0%",0,"41,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,0,0,0
Levante UD,Portero,1,Koke,2,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Levante UD,Portero,13,Oier,90,1,"3,0%",1,"3,0%",1,"3,0%",0,"0,0%",0,0,0,0,0,0,2,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,17,0,0
Levante UD,Portero,25,Aitor Fdez.,39,0,"1,0%",0,"1,0%",0,"1,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,0,0
Levante UD,Defensa,,Jordi,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levante UD,Defensa,3,Toño,48,1,"2,0%",1,"1,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,3,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,4,4,1,17,15,2,0,0
Levante UD,Defensa,4,Rober Pier,77,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,2,1,1,5,3,1,0,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,4,30,25,5,0,0
Levante UD,Defensa,6,Chema R.,33,1,"49,0%",0,"22,0%",0,"32,0%",0,"27,0%",0,0,0,0,0,0,1,0,1,1,2,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,10,7,2,0,0
Levante UD,Defensa,12,Coke,49,1,"2,0%",0,"1,0%",1,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,3,1,1,1,0,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,6,5,2,20,17,3,0,0
Levante UD,Defensa,14,Rubén Vezo,40,1,"49,0%",0,"41,0%",0,"43,0%",0,"8,0%",0,0,0,0,0,0,1,1,1,2,3,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,15,13,3,0,0
Levante UD,Defensa,15,Postigo,39,1,"2,0%",0,"1,0%",1,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,13,10,3,0,0
Levante UD,Defensa,18,E. Cabaco,43,1,"54,0%",0,"30,0%",1,"51,0%",0,"24,0%",0,0,0,0,0,0,1,0,1,2,2,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,18,14,4,0,0
Levante UD,Defensa,19,Pedro López,12,0,"19,0%",0,"5,0%",0,"8,0%",0,"14,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,4,1,0,0
Levante UD,Defensa,22,Antonio Luna,33,0,"41,0%",0,"30,0%",0,"35,0%",0,"11,0%",0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,13,11,2,0,0
Levante UD,Centrocampista,5,Doukouré C.,13,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,4,4,0,0,0
Levante UD,Centrocampista,10,Bardhi,75,1,"95,0%",1,"59,0%",1,"81,0%",0,"35,0%",0,0,0,0,0,0,1,0,1,5,1,1,1,0,4,5,0,1,0,1,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,10,9,1,29,26,3,0,0
Levante UD,Centrocampista,11,J. Morales,84,1,"97,0%",1,"86,0%",1,"95,0%",0,"11,0%",0,0,0,0,0,0,2,0,0,3,0,0,0,0,4,6,0,1,1,1,1,0,0,0,0,1,1,0,2,2,0,0,0,0,3,0,0,0,2,0,1,11,10,2,18,17,2,0,0
Levante UD,Centrocampista,16,Rochina,48,1,"70,0%",0,"11,0%",1,"59,0%",1,"59,0%",0,0,0,0,0,0,1,0,1,3,0,1,1,0,4,5,1,1,0,1,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,11,9,1,25,20,5,0,0
Levante UD,Centrocampista,17,Vukčević,18,0,"1,0%",0,"0,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,7,6,1,0,0
Levante UD,Centrocampista,23,Jason,63,1,"2,0%",1,"1,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,4,1,1,1,0,3,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,9,8,2,18,16,2,0,0
Levante UD,Centrocampista,24,J. Campaña,85,1,"95,0%",1,"86,0%",1,"95,0%",0,"8,0%",0,0,0,0,0,0,2,0,1,7,1,1,1,0,4,4,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,2,10,8,2,49,45,4,0,0
Levante UD,Centrocampista,27,Fran Manzanara,4,0,"8,0%",0,"3,0%",0,"3,0%",0,"5,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0
Levante UD,Centrocampista,31,Arturo Molina,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levante UD,Delantero,2,B. Mayoral,44,1,"2,0%",0,"1,0%",0,"1,0%",1,"1,0%",0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,4,2,11,10,1,0,0
Levante UD,Delantero,7,Moses,21,1,"49,0%",0,"8,0%",0,"22,0%",0,"41,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,6,5,1,0,0
Levante UD,Delantero,9,Roger,50,1,"81,0%",0,"22,0%",1,"59,0%",1,"59,0%",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,2,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,4,2,9,8,1,0,0
Levante UD,Delantero,20,Dwamena,6,0,"30,0%",0,"0,0%",0,"0,0%",0,"30,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
R. Valladolid CF,Portero,1,Masip,85,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,22,0,0
R. Valladolid CF,Portero,13,Yoel,7,0,"5,0%",0,"5,0%",0,"5,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
R. Valladolid CF,Defensa,2,Joaquín,22,0,"32,0%",0,"19,0%",0,"22,0%",0,"14,0%",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,8,7,1,0,0
R. Valladolid CF,Defensa,3,Moisés,7,0,"5,0%",0,"5,0%",0,"5,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0
R. Valladolid CF,Defensa,4,K. Olivas,82,1,"92,0%",1,"86,0%",1,"92,0%",0,"5,0%",0,0,0,0,0,0,1,1,1,5,4,1,0,0,3,1,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,4,3,36,32,4,0,0
R. Valladolid CF,Defensa,5,Calero,82,1,"95,0%",1,"92,0%",1,"95,0%",0,"3,0%",0,0,0,0,0,0,1,1,1,4,4,1,1,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,4,38,32,6,0,0
R. Valladolid CF,Defensa,17,Moyano,57,1,"2,0%",0,"1,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,3,2,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,19,16,4,0,0
R. Valladolid CF,Defensa,18,Antoñito,49,1,"78,0%",0,"41,0%",1,"46,0%",0,"38,0%",0,0,0,0,0,0,1,0,1,2,1,1,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,5,4,1,17,15,2,0,0
R. Valladolid CF,Defensa,22,Nacho,85,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,5,2,2,1,0,4,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,6,2,37,29,8,0,0
R. Valladolid CF,Defensa,28,Salisu,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Defensa,34,Roberto Corral,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Defensa,38,Javier Aparicio,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Centrocampista,,Hervías,14,0,"1,0%",0,"0,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,4,4,0,0,0
R. Valladolid CF,Centrocampista,6,Luismi,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Centrocampista,7,Waldo,13,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,0,0
R. Valladolid CF,Centrocampista,8,Borja,22,1,"49,0%",0,"14,0%",0,"24,0%",0,"35,0%",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,10,8,2,0,0
R. Valladolid CF,Centrocampista,10,Óscar Plano,73,1,"2,0%",1,"2,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,4,1,1,1,0,4,4,1,2,0,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,11,8,3,21,19,2,0,0
R. Valladolid CF,Centrocampista,11,Verde,17,1,"57,0%",0,"3,0%",0,"8,0%",1,"54,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,2,0,6,6,1,0,0
R. Valladolid CF,Centrocampista,14,Rubén Alcaraz,78,1,"89,0%",1,"84,0%",1,"89,0%",0,"5,0%",0,0,0,0,0,0,1,0,1,7,1,1,1,0,6,4,1,2,0,3,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,14,10,3,45,37,8,0,0
R. Valladolid CF,Centrocampista,19,Toni,47,1,"68,0%",0,"11,0%",1,"54,0%",1,"57,0%",0,0,0,0,0,0,1,0,0,3,0,1,1,0,4,4,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,8,8,1,15,14,1,0,0
R. Valladolid CF,Centrocampista,21,Míchel,67,1,"92,0%",1,"54,0%",1,"73,0%",0,"38,0%",0,0,0,0,0,0,1,0,1,6,1,1,1,0,3,3,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,8,6,2,42,36,6,0,0
R. Valladolid CF,Centrocampista,23,Anuar,34,1,"2,0%",0,"1,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,12,11,1,0,0
R. Valladolid CF,Centrocampista,24,Keko Gontán,41,1,"68,0%",0,"8,0%",1,"51,0%",1,"59,0%",0,0,0,0,0,0,1,0,0,2,0,1,1,0,2,3,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,6,5,1,11,10,1,0,0
R. Valladolid CF,Centrocampista,27,Miguel De la Fuente,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Centrocampista,31,Pablo Muñoz,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Centrocampista,37,Hacen,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Delantero,9,Enes Ünal,57,1,"86,0%",0,"30,0%",1,"65,0%",1,"57,0%",0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,3,3,4,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,11,5,7,14,13,1,0,0
R. Valladolid CF,Delantero,12,Sergi Guardiola,42,1,"1,0%",0,"1,0%",1,"1,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,3,1,2,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,8,5,4,10,9,1,0,0
R. Valladolid CF,Delantero,20,Duje Cop,18,1,"46,0%",0,"5,0%",0,"14,0%",0,"41,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,4,0,0,0
R. Valladolid CF,Delantero,42,Stiven ,1,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayo Vallecano,Portero,1,Alberto G.,43,1,"1,0%",1,"1,0%",1,"1,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,8,0,0
Rayo Vallecano,Portero,13,Dimitrievski,50,1,"54,0%",1,"54,0%",1,"54,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,9,0,0
Rayo Vallecano,Portero,30,Miguel Ángel Morro,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayo Vallecano,Defensa,,Alejandro Catena,5,0,"3,0%",0,"0,0%",0,"3,0%",0,"3,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0
Rayo Vallecano,Defensa,,Sergio Akieme,5,0,"3,0%",0,"3,0%",0,"3,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0
Rayo Vallecano,Defensa,2,Tito L. V.,30,0,"1,0%",0,"1,0%",0,"1,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,13,12,2,0,0
Rayo Vallecano,Defensa,7,Álex Moreno,85,1,"3,0%",1,"2,0%",1,"3,0%",0,"0,0%",0,0,0,0,0,0,2,0,1,6,2,1,1,0,4,4,1,1,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,2,11,9,2,30,26,3,0,0
Rayo Vallecano,Defensa,16,Amat,81,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,2,0,1,4,4,1,1,0,3,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,8,5,3,38,32,6,0,0
Rayo Vallecano,Defensa,17,Advíncula,63,1,"73,0%",1,"62,0%",1,"70,0%",0,"11,0%",0,0,0,0,0,0,1,0,1,3,1,1,0,0,4,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,8,6,2,25,22,3,0,0
