Team,Position,Shirt number,Name,Minutes played,Games played,Percentage of games played,Full games played,Percentage of full games played,Games started,Percentage of games started,Games where substituted,Percentage of games where substituted,Yellow Cards,Red Cards,Second Yellows,Goals scored,Penalties scored,Own goals,Goals conceded while player on pitch,Tackles,Interceptions,Recoveries,Clearances,Successful tackles,Unssuccessful tackles,Last man,Successful duels,Duels lost,Successful aerial challenges,Unsuccessful aerial challenges,Offsides,Fouls suffered,Fouls committed,Penalties won,Penalties given away,Handballs committed,Fouls committed per card,Shots,Shots on target,Assists,Successful dribbles,Unsuccessful dribbles,Goals scored,From inside the area,From outside the area,Goals with left foot,Goals with right foot,Penalties scored,Goals scored with header,Goals from set piece,Crosses,Corners,Tackles,Duels,Man-to-man duels,Aerial duels,Passes,Short passes,Long passes,Through balls,Goals scored per attempt
Getafe CF,Midfielder,18,Arambarri,71,1,"86,0%",1,"51,0%",1,"84,0%",0,"35,0%",0,0,0,0,0,0,1,0,1,4,1,1,1,0,4,4,2,1,0,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,11,8,3,19,14,5,0,0
Getafe CF,Midfielder,20,Maksimovic,85,1,"95,0%",1,"89,0%",1,"95,0%",0,"5,0%",0,0,0,0,0,0,1,0,2,4,1,1,1,0,3,2,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,5,4,20,18,2,0,0
Getafe CF,Midfielder,27,Hugo Duro,11,0,"27,0%",0,"3,0%",0,"11,0%",0,"24,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0
Getafe CF,Forward,7,Mata,64,1,"89,0%",0,"43,0%",1,"70,0%",1,"46,0%",0,0,0,0,0,0,1,0,0,3,1,1,0,0,2,4,3,3,1,1,2,0,0,0,1,1,1,0,0,1,0,0,0,0,4,0,0,0,1,0,1,12,6,6,17,16,1,0,0
Getafe CF,Forward,9,Ángel ,48,1,"97,0%",0,"8,0%",1,"54,0%",1,"89,0%",0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,1,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,4,3,8,8,1,0,0
Getafe CF,Forward,19,Jorge Molina,70,1,"100,0%",0,"41,0%",1,"73,0%",1,"59,0%",0,0,0,0,0,0,1,0,0,3,1,0,0,0,2,4,2,4,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,13,6,7,19,18,1,0,0
Girona FC,Goalkeeper,,J. Suárez,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girona FC,Goalkeeper,1,Iraizoz,15,0,"16,0%",0,"14,0%",0,"14,0%",0,"3,0%",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0
Girona FC,Goalkeeper,13,Bono,77,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,15,0,0
Girona FC,Defender,2,Bernardo,72,1,"81,0%",1,"76,0%",1,"81,0%",0,"5,0%",0,0,0,0,0,0,1,1,1,3,5,0,0,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,5,37,32,5,0,0
Girona FC,Defender,3,Johan Mojica,1,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girona FC,Defender,4,Ramalho,48,1,"2,0%",0,"1,0%",1,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,2,21,18,3,0,0
Girona FC,Defender,5,Alcalá,49,1,"65,0%",1,"46,0%",1,"51,0%",0,"19,0%",0,0,0,0,0,0,1,1,1,3,3,1,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,4,23,19,4,0,0
Girona FC,Defender,11,Aday Benítez,17,0,"24,0%",0,"11,0%",0,"22,0%",0,"14,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6,5,1,0,0
Girona FC,Defender,14,Raúl C.,36,0,"1,0%",0,"1,0%",0,"1,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,2,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,3,1,13,10,2,0,0
Girona FC,Defender,15,Juanpe,75,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,2,4,4,1,1,0,2,2,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,5,42,35,7,0,0
Girona FC,Defender,20,Muniesa,37,1,"49,0%",0,"32,0%",0,"38,0%",0,"16,0%",0,0,0,0,0,0,1,0,1,2,1,1,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,20,17,3,0,0
Girona FC,Defender,21,Planas,11,0,"16,0%",0,"5,0%",0,"8,0%",0,"11,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,4,1,0,0
Girona FC,Defender,28,Èric Montes,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girona FC,Midfielder,,Kevin Soni,2,0,"11,0%",0,"0,0%",0,"0,0%",0,"11,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
Girona FC,Midfielder,,Paik,2,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Girona FC,Midfielder,,Yhoan Andzouana,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girona FC,Midfielder,6,Granell,63,1,"84,0%",1,"51,0%",1,"68,0%",0,"32,0%",0,0,0,0,0,0,1,0,1,4,1,1,1,0,3,3,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,8,7,2,34,28,6,0,0
Girona FC,Midfielder,8,Pere Pons,74,1,"89,0%",1,"65,0%",1,"84,0%",0,"24,0%",0,0,0,0,0,0,1,0,1,5,1,1,1,0,4,5,1,2,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,12,9,3,31,29,2,0,0
Girona FC,Midfielder,10,Borja García,73,1,"2,0%",1,"1,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,6,0,1,0,0,5,3,1,1,0,3,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,10,8,2,36,31,4,1,0
Girona FC,Midfielder,12,Douglas Luiz,40,1,"2,0%",0,"1,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,4,1,1,0,0,2,2,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,5,1,20,17,3,0,0
Girona FC,Midfielder,17,Roberts,16,1,"49,0%",0,"0,0%",0,"16,0%",1,"49,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,4,0,0,0
Girona FC,Midfielder,23,Aleix García,46,1,"2,0%",0,"1,0%",1,"2,0%",1,"2,0%",0,0,0,0,0,0,1,0,1,3,0,1,1,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,4,1,30,26,3,0,0
Girona FC,Midfielder,24,Pedro Porro,60,1,"2,0%",0,"1,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,5,1,1,1,0,3,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,8,6,2,23,20,4,0,0
Girona FC,Midfielder,34,Valery Fernández,23,0,"43,0%",0,"11,0%",0,"24,0%",0,"32,0%",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,7,7,1,0,0
Girona FC,Midfielder,37,Álex Pachón,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girona FC,Forward,7,Stuani,74,1,"2,0%",1,"2,0%",1,"2,0%",0,"1,0%",0,0,0,1,0,0,1,0,0,2,1,0,0,0,3,4,3,3,1,2,2,0,0,0,1,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,13,7,7,14,13,0,0,0
Girona FC,Forward,9,Portu,75,1,"89,0%",1,"51,0%",1,"86,0%",0,"38,0%",0,0,0,0,0,0,1,0,0,3,0,1,0,0,3,4,1,2,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,2,0,1,10,7,3,16,16,1,0,0
Girona FC,Forward,19,Lozano,19,1,"51,0%",0,"0,0%",0,"16,0%",1,"51,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,5,4,0,0,0
Girona FC,Forward,22,Doumbia,14,0,"43,0%",0,"3,0%",0,"14,0%",0,"41,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,0,0,0
Levante UD,Goalkeeper,1,Koke,2,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Levante UD,Goalkeeper,13,Oier,90,1,"3,0%",1,"3,0%",1,"3,0%",0,"0,0%",0,0,0,0,0,0,2,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,17,0,0
Levante UD,Goalkeeper,25,Aitor Fdez.,39,0,"1,0%",0,"1,0%",0,"1,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,0,0
Levante UD,Defender,,Jordi,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levante UD,Defender,3,Toño,48,1,"2,0%",1,"1,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,3,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,4,4,1,17,15,2,0,0
Levante UD,Defender,4,Rober Pier,77,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,2,1,1,5,3,1,0,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,4,30,25,5,0,0
Levante UD,Defender,6,Chema R.,33,1,"49,0%",0,"22,0%",0,"32,0%",0,"27,0%",0,0,0,0,0,0,1,0,1,1,2,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,10,7,2,0,0
Levante UD,Defender,12,Coke,49,1,"2,0%",0,"1,0%",1,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,3,1,1,1,0,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,6,5,2,20,17,3,0,0
Levante UD,Defender,14,Rubén Vezo,40,1,"49,0%",0,"41,0%",0,"43,0%",0,"8,0%",0,0,0,0,0,0,1,1,1,2,3,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,15,13,3,0,0
Levante UD,Defender,15,Postigo,39,1,"2,0%",0,"1,0%",1,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,13,10,3,0,0
Levante UD,Defender,18,E. Cabaco,43,1,"54,0%",0,"30,0%",1,"51,0%",0,"24,0%",0,0,0,0,0,0,1,0,1,2,2,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,18,14,4,0,0
Levante UD,Defender,19,Pedro López,12,0,"19,0%",0,"5,0%",0,"8,0%",0,"14,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,4,1,0,0
Levante UD,Defender,22,Antonio Luna,33,0,"41,0%",0,"30,0%",0,"35,0%",0,"11,0%",0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,13,11,2,0,0
Levante UD,Midfielder,5,Doukouré C.,13,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,4,4,0,0,0
Levante UD,Midfielder,10,Bardhi,75,1,"95,0%",1,"59,0%",1,"81,0%",0,"35,0%",0,0,0,0,0,0,1,0,1,5,1,1,1,0,4,5,0,1,0,1,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,10,9,1,29,26,3,0,0
Levante UD,Midfielder,11,J. Morales,84,1,"97,0%",1,"86,0%",1,"95,0%",0,"11,0%",0,0,0,0,0,0,2,0,0,3,0,0,0,0,4,6,0,1,1,1,1,0,0,0,0,1,1,0,2,2,0,0,0,0,3,0,0,0,2,0,1,11,10,2,18,17,2,0,0
Levante UD,Midfielder,16,Rochina,48,1,"70,0%",0,"11,0%",1,"59,0%",1,"59,0%",0,0,0,0,0,0,1,0,1,3,0,1,1,0,4,5,1,1,0,1,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,11,9,1,25,20,5,0,0
Levante UD,Midfielder,17,Vukčević,18,0,"1,0%",0,"0,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,7,6,1,0,0
Levante UD,Midfielder,23,Jason,63,1,"2,0%",1,"1,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,4,1,1,1,0,3,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,9,8,2,18,16,2,0,0
Levante UD,Midfielder,24,J. Campaña,85,1,"95,0%",1,"86,0%",1,"95,0%",0,"8,0%",0,0,0,0,0,0,2,0,1,7,1,1,1,0,4,4,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,2,10,8,2,49,45,4,0,0
Levante UD,Midfielder,27,Fran Manzanara,4,0,"8,0%",0,"3,0%",0,"3,0%",0,"5,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0
Levante UD,Midfielder,31,Arturo Molina,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levante UD,Forward,2,B. Mayoral,44,1,"2,0%",0,"1,0%",0,"1,0%",1,"1,0%",0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,4,2,11,10,1,0,0
Levante UD,Forward,7,Moses,21,1,"49,0%",0,"8,0%",0,"22,0%",0,"41,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,6,5,1,0,0
Levante UD,Forward,9,Roger,50,1,"81,0%",0,"22,0%",1,"59,0%",1,"59,0%",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,2,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,4,2,9,8,1,0,0
Levante UD,Forward,20,Dwamena,6,0,"30,0%",0,"0,0%",0,"0,0%",0,"30,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
R. Valladolid CF,Goalkeeper,1,Masip,85,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,22,0,0
R. Valladolid CF,Goalkeeper,13,Yoel,7,0,"5,0%",0,"5,0%",0,"5,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
R. Valladolid CF,Defender,2,Joaquín,22,0,"32,0%",0,"19,0%",0,"22,0%",0,"14,0%",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,8,7,1,0,0
R. Valladolid CF,Defender,3,Moisés,7,0,"5,0%",0,"5,0%",0,"5,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0
R. Valladolid CF,Defender,4,K. Olivas,82,1,"92,0%",1,"86,0%",1,"92,0%",0,"5,0%",0,0,0,0,0,0,1,1,1,5,4,1,0,0,3,1,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,4,3,36,32,4,0,0
R. Valladolid CF,Defender,5,Calero,82,1,"95,0%",1,"92,0%",1,"95,0%",0,"3,0%",0,0,0,0,0,0,1,1,1,4,4,1,1,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,4,38,32,6,0,0
R. Valladolid CF,Defender,17,Moyano,57,1,"2,0%",0,"1,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,3,2,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,19,16,4,0,0
R. Valladolid CF,Defender,18,Antoñito,49,1,"78,0%",0,"41,0%",1,"46,0%",0,"38,0%",0,0,0,0,0,0,1,0,1,2,1,1,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,5,4,1,17,15,2,0,0
R. Valladolid CF,Defender,22,Nacho,85,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,5,2,2,1,0,4,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,6,2,37,29,8,0,0
R. Valladolid CF,Defender,28,Salisu,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Defender,34,Roberto Corral,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Defender,38,Javier Aparicio,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Midfielder,,Hervías,14,0,"1,0%",0,"0,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,4,4,0,0,0
R. Valladolid CF,Midfielder,6,Luismi,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Midfielder,7,Waldo,13,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,0,0
R. Valladolid CF,Midfielder,8,Borja,22,1,"49,0%",0,"14,0%",0,"24,0%",0,"35,0%",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,10,8,2,0,0
R. Valladolid CF,Midfielder,10,Óscar Plano,73,1,"2,0%",1,"2,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,4,1,1,1,0,4,4,1,2,0,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,11,8,3,21,19,2,0,0
R. Valladolid CF,Midfielder,11,Verde,17,1,"57,0%",0,"3,0%",0,"8,0%",1,"54,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,2,0,6,6,1,0,0
R. Valladolid CF,Midfielder,14,Rubén Alcaraz,78,1,"89,0%",1,"84,0%",1,"89,0%",0,"5,0%",0,0,0,0,0,0,1,0,1,7,1,1,1,0,6,4,1,2,0,3,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,14,10,3,45,37,8,0,0
R. Valladolid CF,Midfielder,19,Toni,47,1,"68,0%",0,"11,0%",1,"54,0%",1,"57,0%",0,0,0,0,0,0,1,0,0,3,0,1,1,0,4,4,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,8,8,1,15,14,1,0,0
R. Valladolid CF,Midfielder,21,Míchel,67,1,"92,0%",1,"54,0%",1,"73,0%",0,"38,0%",0,0,0,0,0,0,1,0,1,6,1,1,1,0,3,3,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,8,6,2,42,36,6,0,0
R. Valladolid CF,Midfielder,23,Anuar,34,1,"2,0%",0,"1,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,12,11,1,0,0
R. Valladolid CF,Midfielder,24,Keko Gontán,41,1,"68,0%",0,"8,0%",1,"51,0%",1,"59,0%",0,0,0,0,0,0,1,0,0,2,0,1,1,0,2,3,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,6,5,1,11,10,1,0,0
R. Valladolid CF,Midfielder,27,Miguel De la Fuente,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Midfielder,31,Pablo Muñoz,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Midfielder,37,Hacen,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. Valladolid CF,Forward,9,Enes Ünal,57,1,"86,0%",0,"30,0%",1,"65,0%",1,"57,0%",0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,3,3,4,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,11,5,7,14,13,1,0,0
