Team,Position,Shirt number,Name,Minutes played,Games played,Percentage of games played,Full games played,Percentage of full games played,Games started,Percentage of games started,Games where substituted,Percentage of games where substituted,Yellow Cards,Red Cards,Second Yellows,Goals scored,Penalties scored,Own goals,Goals conceded while player on pitch,Tackles,Interceptions,Recoveries,Clearances,Successful tackles,Unssuccessful tackles,Last man,Successful duels,Duels lost,Successful aerial challenges,Unsuccessful aerial challenges,Offsides,Fouls suffered,Fouls committed,Penalties won,Penalties given away,Handballs committed,Fouls committed per card,Shots,Shots on target,Assists,Successful dribbles,Unsuccessful dribbles,Goals scored,From inside the area,From outside the area,Goals with left foot,Goals with right foot,Penalties scored,Goals scored with header,Goals from set piece,Crosses,Corners,Tackles,Duels,Man-to-man duels,Aerial duels,Passes,Short passes,Long passes,Through balls,Goals scored per attempt
Real Sociedad,Midfielder,36,Martín Zubimendi,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Sociedad,Midfielder,38,Zourdine Thior,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Sociedad,Forward,7,Juanmi,40,1,"78,0%",0,"16,0%",0,"43,0%",1,"62,0%",0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,9,9,0,0,0
Real Sociedad,Forward,10,Oyarzabal,83,1,"97,0%",1,"73,0%",1,"95,0%",0,"24,0%",0,0,0,0,0,0,1,0,0,4,1,1,0,0,3,5,1,2,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,0,1,1,1,11,8,3,24,23,1,0,0
Real Sociedad,Forward,11,Januzaj,33,1,"51,0%",0,"22,0%",0,"35,0%",0,"30,0%",0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,6,6,0,11,10,1,0,0
Real Sociedad,Forward,12,Willian J.,63,1,"81,0%",1,"46,0%",1,"73,0%",0,"35,0%",0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,3,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,6,4,2,20,17,2,0,0
Real Sociedad,Forward,21,Bautista,18,1,"2,0%",0,"0,0%",0,"0,0%",1,"1,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,4,4,0,0,0
Real Sociedad,Forward,24,Sandro,30,1,"2,0%",0,"0,0%",0,"1,0%",1,"2,0%",0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,4,3,1,10,10,0,0,0
SD Eibar,Goalkeeper,1,Dmitrović,57,1,"62,0%",1,"62,0%",1,"62,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,16,0,0
SD Eibar,Goalkeeper,13,Riesgo,50,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,12,0,0
SD Eibar,Defender,2,J. Calavera,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD Eibar,Defender,3,Bigas,23,0,"1,0%",0,"1,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,11,9,3,0,0
SD Eibar,Defender,4,N. E. Ramis ,44,1,"54,0%",0,"35,0%",1,"51,0%",0,"19,0%",0,0,0,0,0,0,1,0,1,3,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,21,16,5,0,0
SD Eibar,Defender,12,Paulo,59,1,"73,0%",1,"59,0%",1,"62,0%",0,"14,0%",0,0,0,0,0,0,1,0,1,3,3,1,0,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,3,27,18,8,0,0
SD Eibar,Defender,15,Cote,80,1,"92,0%",1,"70,0%",1,"89,0%",0,"22,0%",0,0,0,0,0,0,1,0,1,6,3,1,1,0,3,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,2,8,5,2,39,28,12,0,0
SD Eibar,Defender,20,Cucurella,62,1,"81,0%",1,"49,0%",1,"68,0%",0,"32,0%",0,0,0,0,0,0,1,0,1,4,0,1,0,0,2,3,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,8,5,3,22,21,1,0,0
SD Eibar,Defender,23,Arbilla,70,1,"2,0%",1,"2,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,2,5,3,1,0,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,4,40,28,12,0,0
SD Eibar,Midfielder,5,Escalante,47,1,"84,0%",0,"30,0%",1,"46,0%",1,"54,0%",0,0,0,0,0,0,1,0,1,3,1,1,1,0,2,2,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,5,3,20,18,2,0,0
SD Eibar,Midfielder,6,Sergio A.,28,1,"49,0%",0,"24,0%",0,"32,0%",0,"24,0%",0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,13,11,2,0,0
SD Eibar,Midfielder,8,P. Diop,69,1,"2,0%",1,"2,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,5,1,1,1,0,4,3,3,2,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,7,5,33,29,4,0,0
SD Eibar,Midfielder,11,R. Peña,76,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,6,1,1,1,0,5,3,1,1,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,0,2,9,8,1,39,31,8,0,0
SD Eibar,Midfielder,14,Orellana,72,1,"86,0%",1,"62,0%",1,"81,0%",0,"24,0%",0,0,0,0,0,0,1,0,1,5,0,1,1,0,5,6,1,1,0,2,1,0,0,0,0,2,1,0,2,2,0,0,0,0,1,0,0,0,2,1,1,13,11,2,31,29,2,0,0
SD Eibar,Midfielder,16,De Blasis,40,1,"62,0%",0,"32,0%",0,"41,0%",0,"30,0%",0,0,0,0,0,0,1,0,0,3,1,1,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,3,2,17,14,3,0,0
SD Eibar,Midfielder,21,P. León,12,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,3,0,0,0
SD Eibar,Midfielder,22,Pere Milla,10,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,3,0,0,0
SD Eibar,Midfielder,24,Jordán,76,1,"95,0%",1,"65,0%",1,"84,0%",0,"30,0%",0,0,0,0,0,0,1,0,1,7,0,1,1,0,4,4,1,1,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,10,8,2,44,38,6,0,0
SD Eibar,Midfielder,29,Miguel Marí,2,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
SD Eibar,Forward,7,Marc,16,0,"43,0%",0,"3,0%",0,"16,0%",0,"41,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,4,4,0,0,0
SD Eibar,Forward,9,Sergi Enrich,68,1,"92,0%",0,"38,0%",1,"78,0%",1,"54,0%",0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,3,5,6,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,5,11,24,24,1,0,0
SD Eibar,Forward,17,Kike G.,34,1,"78,0%",0,"8,0%",0,"41,0%",1,"70,0%",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,10,10,0,0,0
SD Eibar,Forward,19,Charles L.,46,1,"89,0%",0,"19,0%",0,"43,0%",1,"70,0%",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,3,3,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,3,6,14,14,0,0,0
SD Huesca,Goalkeeper,1,Javi Varas,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD Huesca,Goalkeeper,13,Santamaría,50,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,14,0,0
SD Huesca,Goalkeeper,25,Jovanović,28,0,"30,0%",0,"30,0%",0,"30,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,7,0,0
SD Huesca,Defender,2,Mantovani,18,0,"22,0%",0,"16,0%",0,"16,0%",0,"5,0%",0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,5,1,0,0
SD Huesca,Defender,3,Etxeita,71,1,"81,0%",1,"76,0%",1,"78,0%",0,"5,0%",0,0,0,0,0,0,1,1,1,3,4,1,1,0,2,1,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,4,23,18,5,0,0
SD Huesca,Defender,4,Diéguez,20,0,"22,0%",0,"16,0%",0,"19,0%",0,"5,0%",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,4,1,0,0
SD Huesca,Defender,14,J. Pulido,75,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,1,1,4,4,1,1,0,3,2,2,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,3,25,20,5,0,0
SD Huesca,Defender,15,Akapo,41,1,"1,0%",0,"1,0%",1,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,2,1,1,1,0,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,14,12,2,0,0
SD Huesca,Defender,16,Luisinho,14,0,"1,0%",0,"0,0%",0,"1,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,5,1,0,0
SD Huesca,Defender,18,Insua,34,0,"1,0%",0,"1,0%",0,"1,0%",0,"0,0%",0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,11,9,2,0,0
SD Huesca,Defender,24,Miramón,71,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,6,2,2,1,0,3,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,7,6,2,28,24,5,0,0
SD Huesca,Midfielder,5,Aguilera,23,0,"1,0%",0,"0,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,12,11,1,0,0
SD Huesca,Midfielder,6,Moi Gómez,81,1,"95,0%",1,"73,0%",1,"92,0%",0,"22,0%",0,0,0,0,0,0,2,0,1,7,1,1,0,0,3,4,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,8,6,1,37,32,6,0,0
SD Huesca,Midfielder,7,Ferreiro,62,1,"2,0%",1,"1,0%",1,"2,0%",1,"1,0%",0,0,0,0,0,0,1,0,1,4,0,1,0,0,3,4,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,1,7,6,1,20,18,2,0,0
SD Huesca,Midfielder,8,Melero,35,1,"57,0%",0,"19,0%",0,"35,0%",0,"38,0%",0,0,0,0,0,0,1,0,0,3,1,1,0,0,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,4,1,19,18,1,0,0
SD Huesca,Midfielder,10,Camacho,1,0,"5,0%",0,"0,0%",0,"0,0%",0,"5,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
SD Huesca,Midfielder,11,Álex Gallar,26,1,"65,0%",0,"8,0%",0,"27,0%",1,"57,0%",0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,3,3,0,11,10,1,0,0
SD Huesca,Midfielder,12,Javi Galán,38,0,"41,0%",0,"41,0%",0,"41,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,3,1,1,1,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,6,5,1,10,9,2,0,0
SD Huesca,Midfielder,17,Rivera,45,1,"57,0%",0,"35,0%",1,"49,0%",0,"22,0%",0,0,0,0,0,0,1,0,1,4,1,1,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,18,16,2,0,0
SD Huesca,Midfielder,20,Juanpi,18,0,"35,0%",0,"0,0%",0,"19,0%",0,"35,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,6,5,1,0,0
SD Huesca,Midfielder,21,Herrera,31,0,"41,0%",0,"19,0%",0,"35,0%",0,"22,0%",0,0,0,0,0,0,1,0,0,2,1,1,1,0,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,1,11,10,1,0,0
SD Huesca,Midfielder,23,Musto,46,1,"2,0%",0,"1,0%",1,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,3,1,1,1,0,2,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,2,21,18,3,0,0
SD Huesca,Forward,9,Cucho Hernández,60,1,"2,0%",0,"1,0%",1,"2,0%",1,"2,0%",0,0,0,0,0,0,1,0,0,2,1,0,0,0,3,4,2,3,0,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,2,0,0,0,1,0,1,11,6,5,15,14,1,0,0
SD Huesca,Forward,19,Chimy Ávila,52,1,"89,0%",0,"22,0%",1,"51,0%",1,"68,0%",0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,3,2,2,0,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,9,5,4,14,11,3,0,0
SD Huesca,Forward,22,Enric Gallego,41,1,"49,0%",0,"32,0%",0,"43,0%",0,"16,0%",0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,3,3,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,4,6,10,10,0,0,0
Sevilla FC,Goalkeeper,1,Tomáš Vaclík,78,1,"86,0%",1,"86,0%",1,"89,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,6,15,0,0
Sevilla FC,Goalkeeper,13,Juan Soriano,12,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0
Sevilla FC,Goalkeeper,39,Javier Díaz,3,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sevilla FC,Defender,3,Sergi Gómez,75,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,1,1,3,4,1,0,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,4,39,33,6,0,0
Sevilla FC,Defender,4,Kjaer,53,1,"68,0%",0,"41,0%",1,"65,0%",0,"27,0%",0,0,0,0,0,0,1,1,1,3,4,1,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,24,20,4,0,0
Sevilla FC,Defender,6,Carriço,61,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,3,29,24,5,0,0
Sevilla FC,Defender,14,Maximilian Wöber,19,0,"1,0%",0,"1,0%",0,"1,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,9,8,1,0,0
Sevilla FC,Defender,18,Escudero,41,1,"54,0%",0,"27,0%",1,"46,0%",0,"27,0%",0,0,0,0,0,0,0,0,1,3,1,1,0,0,2,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,4,2,20,18,2,0,0
Sevilla FC,Defender,23,Arana,29,0,"1,0%",0,"1,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,10,10,1,0,0
Sevilla FC,Defender,24,Gnagnon,12,0,"16,0%",0,"8,0%",0,"11,0%",0,"8,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,7,6,1,0,0
Sevilla FC,Defender,25,Mercado,46,1,"59,0%",0,"35,0%",1,"49,0%",0,"24,0%",0,0,0,0,0,0,1,0,1,2,2,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,20,17,3,0,0
Sevilla FC,Midfielder,5,Amadou,20,0,"43,0%",0,"8,0%",0,"16,0%",0,"35,0%",0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,9,8,1,0,0
Sevilla FC,Midfielder,7,R. Mesa,47,1,"2,0%",0,"1,0%",1,"1,0%",1,"1,0%",0,0,0,0,0,0,1,0,0,4,0,1,1,0,3,3,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6,6,1,25,23,2,0,0
Sevilla FC,Midfielder,10,Banega,77,1,"2,0%",1,"1,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,8,1,1,1,0,6,5,0,1,0,2,2,0,0,0,1,1,0,0,2,1,0,0,0,0,2,0,0,0,2,3,2,12,11,1,60,51,9,0,0
Sevilla FC,Midfielder,11,Aleix Vidal,14,0,"27,0%",0,"5,0%",0,"11,0%",0,"22,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,7,6,1,0,0
Sevilla FC,Midfielder,15,Gonalons,15,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,9,8,1,0,0
Sevilla FC,Midfielder,16,J. Navas,71,1,"84,0%",1,"73,0%",1,"81,0%",0,"11,0%",0,0,0,0,0,0,1,0,1,5,1,1,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,5,4,2,37,32,5,0,0
Sevilla FC,Midfielder,17,Sarabia,74,1,"2,0%",1,"2,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,4,0,0,0,0,3,4,0,1,1,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,0,0,3,3,1,8,7,1,33,31,2,0,0
Sevilla FC,Midfielder,20,Marko Rog,9,0,"24,0%",0,"0,0%",0,"8,0%",0,"24,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,5,0,0,0
Sevilla FC,Midfielder,22,Vázquez,60,1,"89,0%",0,"35,0%",1,"68,0%",1,"54,0%",0,0,0,0,0,0,1,0,1,4,1,1,0,0,4,5,2,2,0,2,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,12,9,3,28,26,2,0,0
Sevilla FC,Midfielder,41,Bryan Gil Salvatierra,4,0,"27,0%",0,"0,0%",0,"0,0%",0,"27,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0
Sevilla FC,Forward,8,Nolito,2,0,"8,0%",0,"0,0%",0,"3,0%",0,"8,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Sevilla FC,Forward,9,Ben Yedder,74,1,"92,0%",1,"54,0%",1,"81,0%",0,"38,0%",0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,3,1,3,1,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,2,0,0,0,1,0,1,9,5,4,20,19,1,0,0
Sevilla FC,Forward,12,André Silva,72,1,"2,0%",1,"2,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,4,2,3,1,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,6,5,18,17,0,0,0
Sevilla FC,Forward,19,Munir,31,1,"59,0%",0,"14,0%",0,"32,0%",0,"46,0%",0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,1,10,9,0,0,0
Sevilla FC,Forward,21,Promes,44,1,"2,0%",0,"1,0%",0,"1,0%",1,"2,0%",0,0,0,0,0,0,1,0,1,3,1,1,0,0,2,2,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,5,4,1,21,19,2,0,0
Valencia CF,Goalkeeper,1,Domenech,10,0,"8,0%",0,"8,0%",0,"8,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Valencia CF,Goalkeeper,13,Neto,85,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,15,0,0
Valencia CF,Defender,4,Roncaglia,48,1,"1,0%",1,"1,0%",1,"1,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,3,2,1,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,23,20,3,0,0
Valencia CF,Defender,5,Gabriel Paulista,69,1,"78,0%",1,"73,0%",1,"78,0%",0,"5,0%",0,0,0,0,0,0,1,1,2,4,4,0,0,0,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,34,29,5,0,0
Valencia CF,Defender,12,Diakhaby,41,1,"57,0%",0,"41,0%",0,"41,0%",0,"16,0%",0,0,0,0,0,0,1,0,1,3,3,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,18,16,2,0,0
Valencia CF,Defender,14,Gayá,83,1,"92,0%",1,"89,0%",1,"92,0%",0,"3,0%",0,0,0,0,0,0,1,0,1,5,3,2,1,0,5,3,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,2,10,8,2,38,34,4,0,0
